GEO,AGE,SEX,HRPROF,UNIT,Value
Newfoundland and Labrador,25 to 44,Females,Low Stress,Percent,0.302
Newfoundland and Labrador,25 to 44,Females,Needs Met,Number,11780
Newfoundland and Labrador,25 to 44,Females,Needs Met,Percent,0.141
Newfoundland and Labrador,25 to 44,Females,Needs not Met,Number,NA
Newfoundland and Labrador,25 to 44,Females,Needs not Met,Percent,NA
Newfoundland and Labrador,25 to 44,Females,Accessed care (past year),Number,10390
Newfoundland and Labrador,25 to 44,Females,Accessed care (past year),Percent,0.124
Newfoundland and Labrador,25 to 44,Females,Psychosis,Number,NA
Newfoundland and Labrador,25 to 44,Females,Psychosis,Percent,NA
Newfoundland and Labrador,25 to 44,Females,PTSD,Number,NA
Newfoundland and Labrador,25 to 44,Females,PTSD,Percent,NA
Newfoundland and Labrador,45 to 64,Both,Any Disorder,Number,NA
Newfoundland and Labrador,45 to 64,Both,Any Disorder,Percent,NA
Newfoundland and Labrador,45 to 64,Both,Depression,Number,NA
Newfoundland and Labrador,45 to 64,Both,Depression,Percent,NA
Newfoundland and Labrador,45 to 64,Both,Bipolar,Number,NA
Newfoundland and Labrador,45 to 64,Both,Bipolar,Percent,NA
Newfoundland and Labrador,45 to 64,Both,Anxiety,Number,5842
Newfoundland and Labrador,45 to 64,Both,Anxiety,Percent,0.07400000000000001
Newfoundland and Labrador,45 to 64,Both,Any Substance,Number,10366
Newfoundland and Labrador,45 to 64,Both,Any Substance,Percent,0.132
Newfoundland and Labrador,45 to 64,Both,Alcohol,Number,10216
Newfoundland and Labrador,45 to 64,Both,Alcohol,Percent,0.13
Newfoundland and Labrador,45 to 64,Both,Cannabis,Number,NA
Newfoundland and Labrador,45 to 64,Both,Cannabis,Percent,NA
Newfoundland and Labrador,45 to 64,Both,Other,Number,NA
Newfoundland and Labrador,45 to 64,Both,Other,Percent,NA
Newfoundland and Labrador,45 to 64,Both,Suicidal,Number,2338
Newfoundland and Labrador,45 to 64,Both,Suicidal,Percent,0.028999999999999998
Newfoundland and Labrador,45 to 64,Both,Good Mental Health,Number,53275
Newfoundland and Labrador,45 to 64,Both,Good Mental Health,Percent,0.6659999999999999
Newfoundland and Labrador,45 to 64,Both,Poor Mental Health,Number,4543
Newfoundland and Labrador,45 to 64,Both,Poor Mental Health,Percent,0.057
Newfoundland and Labrador,45 to 64,Both,High Stress,Number,NA
Newfoundland and Labrador,45 to 64,Both,High Stress,Percent,NA
Newfoundland and Labrador,45 to 64,Both,Low Stress,Number,6134
Newfoundland and Labrador,45 to 64,Both,Low Stress,Percent,0.726
Newfoundland and Labrador,45 to 64,Both,Needs Met,Number,4651
Newfoundland and Labrador,45 to 64,Both,Needs Met,Percent,0.057999999999999996
Newfoundland and Labrador,45 to 64,Both,Needs not Met,Number,NA
Newfoundland and Labrador,45 to 64,Both,Needs not Met,Percent,NA
Newfoundland and Labrador,45 to 64,Both,Accessed care (past year),Number,NA
Newfoundland and Labrador,45 to 64,Both,Accessed care (past year),Percent,NA
Newfoundland and Labrador,45 to 64,Both,Psychosis,Number,NA
Newfoundland and Labrador,45 to 64,Both,Psychosis,Percent,NA
Newfoundland and Labrador,45 to 64,Both,PTSD,Number,NA
Newfoundland and Labrador,45 to 64,Both,PTSD,Percent,NA
Newfoundland and Labrador,45 to 64,Males,Any Disorder,Number,NA
Newfoundland and Labrador,45 to 64,Males,Any Disorder,Percent,NA
Newfoundland and Labrador,45 to 64,Males,Depression,Number,NA
Newfoundland and Labrador,45 to 64,Males,Depression,Percent,NA
Newfoundland and Labrador,45 to 64,Males,Bipolar,Number,NA
Newfoundland and Labrador,45 to 64,Males,Bipolar,Percent,NA
Newfoundland and Labrador,45 to 64,Males,Anxiety,Number,NA
Newfoundland and Labrador,45 to 64,Males,Anxiety,Percent,NA
Newfoundland and Labrador,45 to 64,Males,Any Substance,Number,8954
Newfoundland and Labrador,45 to 64,Males,Any Substance,Percent,0.25
Newfoundland and Labrador,45 to 64,Males,Alcohol,Number,8954
Newfoundland and Labrador,45 to 64,Males,Alcohol,Percent,0.248
Newfoundland and Labrador,45 to 64,Males,Cannabis,Number,NA
Newfoundland and Labrador,45 to 64,Males,Cannabis,Percent,NA
Newfoundland and Labrador,45 to 64,Males,Other,Number,NA
Newfoundland and Labrador,45 to 64,Males,Other,Percent,NA
Newfoundland and Labrador,45 to 64,Males,Suicidal,Number,NA
Newfoundland and Labrador,45 to 64,Males,Suicidal,Percent,NA
Newfoundland and Labrador,45 to 64,Males,Good Mental Health,Number,25192
Newfoundland and Labrador,45 to 64,Males,Good Mental Health,Percent,0.674
Newfoundland and Labrador,45 to 64,Males,Poor Mental Health,Number,NA
Newfoundland and Labrador,45 to 64,Males,Poor Mental Health,Percent,NA
Newfoundland and Labrador,45 to 64,Males,High Stress,Number,NA
Newfoundland and Labrador,45 to 64,Males,High Stress,Percent,NA
Newfoundland and Labrador,45 to 64,Males,Low Stress,Number,4850
Newfoundland and Labrador,45 to 64,Males,Low Stress,Percent,0.767
Newfoundland and Labrador,45 to 64,Males,Needs Met,Number,NA
Newfoundland and Labrador,45 to 64,Males,Needs Met,Percent,NA
Newfoundland and Labrador,45 to 64,Males,Needs not Met,Number,NA
Newfoundland and Labrador,45 to 64,Males,Needs not Met,Percent,NA
Newfoundland and Labrador,45 to 64,Males,Accessed care (past year),Number,NA
Newfoundland and Labrador,45 to 64,Males,Accessed care (past year),Percent,NA
Newfoundland and Labrador,45 to 64,Males,Psychosis,Number,NA
Newfoundland and Labrador,45 to 64,Males,Psychosis,Percent,NA
Newfoundland and Labrador,45 to 64,Males,PTSD,Number,NA
Newfoundland and Labrador,45 to 64,Males,PTSD,Percent,NA
Newfoundland and Labrador,45 to 64,Females,Any Disorder,Number,NA
Newfoundland and Labrador,45 to 64,Females,Any Disorder,Percent,NA
Newfoundland and Labrador,45 to 64,Females,Depression,Number,NA
Newfoundland and Labrador,45 to 64,Females,Depression,Percent,NA
Newfoundland and Labrador,45 to 64,Females,Bipolar,Number,NA
Newfoundland and Labrador,45 to 64,Females,Bipolar,Percent,NA
Newfoundland and Labrador,45 to 64,Females,Anxiety,Number,NA
Newfoundland and Labrador,45 to 64,Females,Anxiety,Percent,NA
Newfoundland and Labrador,45 to 64,Females,Any Substance,Number,NA
Newfoundland and Labrador,45 to 64,Females,Any Substance,Percent,NA
Newfoundland and Labrador,45 to 64,Females,Alcohol,Number,NA
Newfoundland and Labrador,45 to 64,Females,Alcohol,Percent,NA
Newfoundland and Labrador,45 to 64,Females,Cannabis,Number,NA
Newfoundland and Labrador,45 to 64,Females,Cannabis,Percent,NA
Newfoundland and Labrador,45 to 64,Females,Other,Number,NA
Newfoundland and Labrador,45 to 64,Females,Other,Percent,NA
Newfoundland and Labrador,45 to 64,Females,Suicidal,Number,NA
Newfoundland and Labrador,45 to 64,Females,Suicidal,Percent,NA
Newfoundland and Labrador,45 to 64,Females,Good Mental Health,Number,28082
Newfoundland and Labrador,45 to 64,Females,Good Mental Health,Percent,0.659
Newfoundland and Labrador,45 to 64,Females,Poor Mental Health,Number,NA
Newfoundland and Labrador,45 to 64,Females,Poor Mental Health,Percent,NA
Newfoundland and Labrador,45 to 64,Females,High Stress,Number,NA
Newfoundland and Labrador,45 to 64,Females,High Stress,Percent,NA
Newfoundland and Labrador,45 to 64,Females,Low Stress,Number,NA
Newfoundland and Labrador,45 to 64,Females,Low Stress,Percent,NA
Newfoundland and Labrador,45 to 64,Females,Needs Met,Number,NA
Newfoundland and Labrador,45 to 64,Females,Needs Met,Percent,NA
Newfoundland and Labrador,45 to 64,Females,Needs not Met,Number,NA
Newfoundland and Labrador,45 to 64,Females,Needs not Met,Percent,NA
Newfoundland and Labrador,45 to 64,Females,Accessed care (past year),Number,NA
Newfoundland and Labrador,45 to 64,Females,Accessed care (past year),Percent,NA
Newfoundland and Labrador,45 to 64,Females,Psychosis,Number,NA
Newfoundland and Labrador,45 to 64,Females,Psychosis,Percent,NA
Newfoundland and Labrador,45 to 64,Females,PTSD,Number,NA
Newfoundland and Labrador,45 to 64,Females,PTSD,Percent,NA
Prince Edward Island,65 +,Both,Any Disorder,Number,14113
Prince Edward Island,65 +,Both,Any Disorder,Percent,0.11800000000000001
Prince Edward Island,65 +,Both,Depression,Number,11047
Prince Edward Island,65 +,Both,Depression,Percent,0.092
Prince Edward Island,65 +,Both,Bipolar,Number,4819
Prince Edward Island,65 +,Both,Bipolar,Percent,0.04
Prince Edward Island,65 +,Both,Anxiety,Number,9377
Prince Edward Island,65 +,Both,Anxiety,Percent,0.079
Prince Edward Island,65 +,Both,Any Substance,Number,29235
Prince Edward Island,65 +,Both,Any Substance,Percent,0.252
Prince Edward Island,65 +,Both,Alcohol,Number,26670
Prince Edward Island,65 +,Both,Alcohol,Percent,0.228
Prince Edward Island,65 +,Both,Cannabis,Number,7481
Prince Edward Island,65 +,Both,Cannabis,Percent,0.063
Prince Edward Island,65 +,Both,Other,Number,4776
Prince Edward Island,65 +,Both,Other,Percent,0.04
Prince Edward Island,65 +,Both,Suicidal,Number,12796
Prince Edward Island,65 +,Both,Suicidal,Percent,0.106
Prince Edward Island,65 +,Both,Good Mental Health,Number,82956
Prince Edward Island,65 +,Both,Good Mental Health,Percent,0.688
Prince Edward Island,65 +,Both,Poor Mental Health,Number,6102
Prince Edward Island,65 +,Both,Poor Mental Health,Percent,0.051
Prince Edward Island,65 +,Both,High Stress,Number,14805
Prince Edward Island,65 +,Both,High Stress,Percent,0.16399999999999998
Prince Edward Island,65 +,Both,Low Stress,Number,33199
Prince Edward Island,65 +,Both,Low Stress,Percent,0.369
Prince Edward Island,65 +,Both,Needs Met,Number,11673
Prince Edward Island,65 +,Both,Needs Met,Percent,0.09699999999999999
Prince Edward Island,65 +,Both,Needs not Met,Number,3579
Prince Edward Island,65 +,Both,Needs not Met,Percent,0.03
Prince Edward Island,65 +,Both,Accessed care (past year),Number,10042
Prince Edward Island,65 +,Both,Accessed care (past year),Percent,0.083
Prince Edward Island,65 +,Both,Psychosis,Number,NA
Prince Edward Island,65 +,Both,Psychosis,Percent,NA
Prince Edward Island,65 +,Both,PTSD,Number,NA
Prince Edward Island,65 +,Both,PTSD,Percent,NA
Prince Edward Island,65 +,Males,Any Disorder,Number,5395
Prince Edward Island,65 +,Males,Any Disorder,Percent,0.09300000000000001
Prince Edward Island,65 +,Males,Depression,Number,3357
Prince Edward Island,65 +,Males,Depression,Percent,0.057
Prince Edward Island,65 +,Males,Bipolar,Number,NA
Prince Edward Island,65 +,Males,Bipolar,Percent,NA
Prince Edward Island,65 +,Males,Anxiety,Number,3121
Prince Edward Island,65 +,Males,Anxiety,Percent,0.055
Prince Edward Island,65 +,Males,Any Substance,Number,21302
Prince Edward Island,65 +,Males,Any Substance,Percent,0.37799999999999995
Prince Edward Island,65 +,Males,Alcohol,Number,19792
Prince Edward Island,65 +,Males,Alcohol,Percent,0.349
Prince Edward Island,65 +,Males,Cannabis,Number,6147
Prince Edward Island,65 +,Males,Cannabis,Percent,0.106
Prince Edward Island,65 +,Males,Other,Number,3430
Prince Edward Island,65 +,Males,Other,Percent,0.059000000000000004
Prince Edward Island,65 +,Males,Suicidal,Number,6654
Prince Edward Island,65 +,Males,Suicidal,Percent,0.114
Prince Edward Island,65 +,Males,Good Mental Health,Number,42854
Prince Edward Island,65 +,Males,Good Mental Health,Percent,0.731
Prince Edward Island,65 +,Males,Poor Mental Health,Number,2029
Prince Edward Island,65 +,Males,Poor Mental Health,Percent,0.035
Prince Edward Island,65 +,Males,High Stress,Number,6562
Prince Edward Island,65 +,Males,High Stress,Percent,0.142
Prince Edward Island,65 +,Males,Low Stress,Number,18637
Prince Edward Island,65 +,Males,Low Stress,Percent,0.40399999999999997
Prince Edward Island,65 +,Males,Needs Met,Number,3995
Prince Edward Island,65 +,Males,Needs Met,Percent,0.068
Prince Edward Island,65 +,Males,Needs not Met,Number,NA
Prince Edward Island,65 +,Males,Needs not Met,Percent,NA
Prince Edward Island,65 +,Males,Accessed care (past year),Number,3351
Prince Edward Island,65 +,Males,Accessed care (past year),Percent,0.057
Prince Edward Island,65 +,Males,Psychosis,Number,NA
Prince Edward Island,65 +,Males,Psychosis,Percent,NA
Prince Edward Island,65 +,Males,PTSD,Number,NA
Prince Edward Island,65 +,Males,PTSD,Percent,NA
Prince Edward Island,65 +,Females,Any Disorder,Number,8718
Prince Edward Island,65 +,Females,Any Disorder,Percent,0.14300000000000002
Prince Edward Island,65 +,Females,Depression,Number,7690
Prince Edward Island,65 +,Females,Depression,Percent,0.125
Prince Edward Island,65 +,Females,Bipolar,Number,2607
Prince Edward Island,65 +,Females,Bipolar,Percent,0.042
Prince Edward Island,65 +,Females,Anxiety,Number,6256
Prince Edward Island,65 +,Females,Anxiety,Percent,0.102
Prince Edward Island,65 +,Females,Any Substance,Number,7933
Prince Edward Island,65 +,Females,Any Substance,Percent,0.133
Prince Edward Island,65 +,Females,Alcohol,Number,6879
Prince Edward Island,65 +,Females,Alcohol,Percent,0.114
Prince Edward Island,65 +,Females,Cannabis,Number,1334
Prince Edward Island,65 +,Females,Cannabis,Percent,0.022000000000000002
Prince Edward Island,65 +,Females,Other,Number,1347
Prince Edward Island,65 +,Females,Other,Percent,0.022000000000000002
Prince Edward Island,65 +,Females,Suicidal,Number,6142
Prince Edward Island,65 +,Females,Suicidal,Percent,0.099
Prince Edward Island,65 +,Females,Good Mental Health,Number,40103
Prince Edward Island,65 +,Females,Good Mental Health,Percent,0.648
Prince Edward Island,65 +,Females,Poor Mental Health,Number,4073
Prince Edward Island,65 +,Females,Poor Mental Health,Percent,0.066
Prince Edward Island,65 +,Females,High Stress,Number,8243
Prince Edward Island,65 +,Females,High Stress,Percent,0.188
Prince Edward Island,65 +,Females,Low Stress,Number,14562
Prince Edward Island,65 +,Females,Low Stress,Percent,0.332
Prince Edward Island,65 +,Females,Needs Met,Number,7678
Prince Edward Island,65 +,Females,Needs Met,Percent,0.125
Prince Edward Island,65 +,Females,Needs not Met,Number,2765
Prince Edward Island,65 +,Females,Needs not Met,Percent,0.045
Prince Edward Island,65 +,Females,Accessed care (past year),Number,6690
Prince Edward Island,65 +,Females,Accessed care (past year),Percent,0.10800000000000001
Prince Edward Island,65 +,Females,Psychosis,Number,NA
Prince Edward Island,65 +,Females,Psychosis,Percent,NA
Prince Edward Island,65 +,Females,PTSD,Number,NA
Prince Edward Island,65 +,Females,PTSD,Percent,NA
Prince Edward Island,Total,Both,Any Disorder,Number,1605
Prince Edward Island,Total,Both,Any Disorder,Percent,0.081
Prince Edward Island,Total,Both,Depression,Number,1106
Prince Edward Island,Total,Both,Depression,Percent,0.055999999999999994
Prince Edward Island,Total,Both,Bipolar,Number,NA
Prince Edward Island,Total,Both,Bipolar,Percent,NA
Prince Edward Island,Total,Both,Anxiety,Number,1116
Prince Edward Island,Total,Both,Anxiety,Percent,0.057
Prince Edward Island,Total,Both,Any Substance,Number,4007
Prince Edward Island,Total,Both,Any Substance,Percent,0.20600000000000002
Prince Edward Island,Total,Both,Alcohol,Number,3281
Prince Edward Island,Total,Both,Alcohol,Percent,0.16899999999999998
Prince Edward Island,Total,Both,Cannabis,Number,NA
Prince Edward Island,Total,Both,Cannabis,Percent,NA
Prince Edward Island,Total,Both,Other,Number,NA
Prince Edward Island,Total,Both,Other,Percent,NA
Prince Edward Island,Total,Both,Suicidal,Number,3039
Prince Edward Island,Total,Both,Suicidal,Percent,0.152
Prince Edward Island,Total,Both,Good Mental Health,Number,12796
Prince Edward Island,Total,Both,Good Mental Health,Percent,0.639
Prince Edward Island,Total,Both,Poor Mental Health,Number,NA
Prince Edward Island,Total,Both,Poor Mental Health,Percent,NA
Prince Edward Island,Total,Both,High Stress,Number,2851
Prince Edward Island,Total,Both,High Stress,Percent,0.162
Prince Edward Island,Total,Both,Low Stress,Number,9239
Prince Edward Island,Total,Both,Low Stress,Percent,0.523
Prince Edward Island,Total,Both,Needs Met,Number,2217
Prince Edward Island,Total,Both,Needs Met,Percent,0.111
Prince Edward Island,Total,Both,Needs not Met,Number,NA
Prince Edward Island,Total,Both,Needs not Met,Percent,NA
Prince Edward Island,Total,Both,Accessed care (past year),Number,2730
Prince Edward Island,Total,Both,Accessed care (past year),Percent,0.136
Prince Edward Island,Total,Both,Psychosis,Number,NA
Prince Edward Island,Total,Both,Psychosis,Percent,NA
Prince Edward Island,Total,Both,PTSD,Number,NA
Prince Edward Island,Total,Both,PTSD,Percent,NA
Prince Edward Island,Total,Males,Any Disorder,Number,NA
Prince Edward Island,Total,Males,Any Disorder,Percent,NA
Prince Edward Island,Total,Males,Depression,Number,NA
Prince Edward Island,Total,Males,Depression,Percent,NA
Prince Edward Island,Total,Males,Bipolar,Number,NA
Prince Edward Island,Total,Males,Bipolar,Percent,NA
Prince Edward Island,Total,Males,Anxiety,Number,NA
Prince Edward Island,Total,Males,Anxiety,Percent,NA
Prince Edward Island,Total,Males,Any Substance,Number,2179
Prince Edward Island,Total,Males,Any Substance,Percent,0.218
Prince Edward Island,Total,Males,Alcohol,Number,NA
Prince Edward Island,Total,Males,Alcohol,Percent,NA
Prince Edward Island,Total,Males,Cannabis,Number,NA
Prince Edward Island,Total,Males,Cannabis,Percent,NA
Prince Edward Island,Total,Males,Other,Number,NA
Prince Edward Island,Total,Males,Other,Percent,NA
Prince Edward Island,Total,Males,Suicidal,Number,NA
Prince Edward Island,Total,Males,Suicidal,Percent,NA
Prince Edward Island,Total,Males,Good Mental Health,Number,6934
Prince Edward Island,Total,Males,Good Mental Health,Percent,0.68
Prince Edward Island,Total,Males,Poor Mental Health,Number,NA
Prince Edward Island,Total,Males,Poor Mental Health,Percent,NA
Prince Edward Island,Total,Males,High Stress,Number,NA
Prince Edward Island,Total,Males,High Stress,Percent,NA
Prince Edward Island,Total,Males,Low Stress,Number,5327
Prince Edward Island,Total,Males,Low Stress,Percent,0.59
Prince Edward Island,Total,Males,Needs Met,Number,NA
Prince Edward Island,Total,Males,Needs Met,Percent,NA
Prince Edward Island,Total,Males,Needs not Met,Number,NA
Prince Edward Island,Total,Males,Needs not Met,Percent,NA
Prince Edward Island,Total,Males,Accessed care (past year),Number,NA
